freq_thz,eps_real,eps_imag
90.8461993939394,26.961890208,1.4385177502000002
91.12232765957447,26.9685344997,1.4543949995999998
91.40013963414636,26.975169496,1.4704841838
91.679650764526,26.9818007353,1.4865775296
91.96087668711658,26.988526375499994,1.5028858107999998
92.24383323076924,26.9952481629,1.51919837
92.5285364197531,27.0018591749,1.535616222
92.8150024767802,27.008567241499996,1.5521452848000001
93.10324782608696,27.015375326799997,1.5686816976
93.39328909657321,27.022069355200003,1.5854274786000002
93.685143125,27.028860223199995,1.6022847526
93.97882695924766,27.035542913100002,1.619143394
94.27435786163522,27.042319197500003,1.6362177000000002
94.57175331230285,27.049091213099995,1.653296542
94.87103101265824,27.055956620000003,1.6705912902000002
95.17220888888889,27.062713561600003,1.687887453
95.4753050955414,27.069563660300002,1.7053997004
95.78033801916935,27.076409255999998,1.7229166622
96.08732628205128,27.083247005999997,1.7405424752
96.39628874598071,27.090076810100005,1.758277182
96.70724451612904,27.096999322499997,1.7762284008
97.02021294498383,27.103812912000006,1.7941810712000004
97.33521363636365,27.1107224451,1.8122462419999998
97.6522664495114,27.1176201408,1.8305247544
97.97139150326797,27.1246171104,1.848811797
98.29260918032787,27.131501340000003,1.8672045462000002
98.61594013157895,27.1384775679,1.885814428
98.94140528052806,27.1454486664,1.904429449
99.26902582781457,27.152511540000006,1.9232618602000002
99.59882325581397,27.159461151600002,1.942200112
99.93081933333333,27.1665059712,1.9612516616
100.26503612040133,27.173541609500003,1.9804128648000001
100.60149597315437,27.1805679579,1.9996837659999998
100.94022154882154,27.187689262499998,2.0190682792
101.28123581081081,27.1946967177,2.0385587464
101.6245620338983,27.201794995200004,2.0582673736
101.97022380952382,27.2089918788,2.0779855616
102.31824505119455,27.2160705465,2.0979142168
102.66865,27.223243644799997,2.1179569985999995
103.02146323024054,27.23040666,2.1381099718
103.37670965517242,27.237555345599997,2.158477643
103.73441453287198,27.2447981188,2.1789597983999998
104.09460347222222,27.252034628,2.1994478982000003
104.45730243902439,27.2592521271,2.220255464
104.82253776223777,27.266463128800005,2.2410690666
105.1903361403509,27.273763516000002,2.2621021098000003
105.56072464788733,27.281052911699998,2.2832458844
105.93373074204946,27.288435766000003,2.3045048448
106.30938226950356,27.2956983876,2.325974848
106.68770747330962,27.3031587787,2.3475647316
107.068735,27.310503061600002,2.3692611990000003
107.45249390681003,27.3179357616,2.3911779490000002
107.83901366906477,27.3253566425,2.41320594
108.22832418772565,27.3327655801,2.43534522
108.62045579710146,27.340262435200003,2.4577052136
109.01543927272728,27.3477423069,2.480281406
109.41330583941607,27.355214502000003,2.5028644672
109.81408717948719,27.362769281100004,2.52577341
110.21781544117647,27.370316160000005,2.5486894048
110.62452324723249,27.3779500824,2.5718268870000003
111.03424370370371,27.385461278500003,2.5951761792
111.44701040892195,27.3931688217,2.6186474456
111.86285746268656,27.4007531996,2.642330688
112.28181947565544,27.4084288415,2.6661312168
112.70393157894738,27.4161905325,2.6901540627999996
113.12922943396228,27.423933189899998,2.714394286
113.55774924242424,27.431661764000005,2.7387471078
113.989527756654,27.4394757472,2.7633227454
114.42460229007635,27.4472753149,2.7880112099999996
114.86301072796938,27.455054967200006,2.8129174854
115.30479153846153,27.4630243237,2.8380524916
115.74998378378379,27.470868305499998,2.8634002487999997
116.19862713178296,27.478802048700004,2.8888667416000007
116.65076186770429,27.486714909499998,2.9145516168
117.10642890625,27.49471162,2.9404605798000003
117.56566980392158,27.502797591699995,2.9664888443999997
118.02852677165355,27.5108562817,2.9928410256
118.49504268774706,27.518898741599997,3.0193071369999998
118.9652611111111,27.5270241188,3.0459981216
119.43922629482073,27.535127058400004,3.0729083910000003
119.91698320000002,27.543312388100002,3.1000439519999996
120.39857751004014,27.551579859500006,3.1274050668000006
120.8840556451613,27.5598240561,3.1549859999999996
121.37346477732794,27.5680446695,3.1827868632000005
121.86685284552847,27.5763465924,3.210813872
122.36426857142857,27.584729567999997,3.2390672957999995
122.86576147540984,27.593088096000002,3.2675411968
123.37138189300411,27.601527119100002,3.296241952
123.88118099173555,27.610046374499998,3.3251698368000002
124.39521078838173,27.618533926800005,3.3544240576
124.91352416666668,27.6271010316,3.3839058959999995
125.43617489539749,27.6356485611,3.413503814
125.96321764705884,27.644262099299997,3.4435404824
126.49470801687762,27.652960815300002,3.4737001704
127.0307025423729,27.6617313027,3.5041939036
127.57125872340427,27.6704744001,3.534909908
128.11643504273505,27.6791897655,3.5658483048
128.66629098712446,27.688081152000002,3.5971283182000002
129.22088706896554,27.6969372,3.6287367208
129.78028484848485,27.7058698227,3.6605751364
130.34454695652175,27.7148787285,3.6926438667999997
130.91373711790393,27.7239565653,3.7250487595999995
131.4879201754386,27.732997291999997,3.7577830662
132.06716211453747,27.7421131296,3.790748572
132.6515300884956,27.7512965344,3.8240511959999997
133.24109244444443,27.760547016799997,3.8576913173999996
133.83591875,27.769765798,3.8915563008
134.4360798206278,27.779156418899998,3.92576681
135.04164774774776,27.788507052299995,3.9603084364
135.65269592760183,27.797922841899997,3.995188938
136.26929909090907,27.807403275299997,4.0304087096
136.89153333333334,27.8169478353,4.0659681496
137.519476146789,27.826555999900002,4.10186766
138.1532064516129,27.836227242299994,4.1381076464
138.79280462962961,27.845961030899996,4.174688518
139.43835255813954,27.855748872000003,4.211716544200001
140.08993364485983,27.8656060704,4.248980452
140.7476328638498,27.875516095499997,4.2866923988
141.4115367924528,27.885592280699996,4.3247551176
142.08173364928913,27.895613999499997,4.3632587292
142.75831333333335,27.905694687700002,4.4021058564
143.44136746411485,27.9158337765,4.4412969348
