freq_thz,eps_real,eps_imag
59.95849160000001,15.7789289529,0.0
60.19928875502007,15.779961759999999,0.0
60.44202782258065,15.7810740516,0.0
60.68673238866397,15.782186382399999,0.0
60.933426422764235,15.7832987524,0.0
61.182134285714284,15.7844111616,0.0
61.43288073770492,15.78552361,0.0
61.685690946502056,15.786715562500001,0.0
61.940590495867774,15.787828092100002,0.0
62.197605394190866,15.7890201316,0.0
62.45676208333334,15.790212216099999,0.0
62.71808744769874,15.7914838225,0.0
62.98160882352942,15.792676000000002,0.0
63.24735400843881,15.793947705599999,0.0
63.51535127118645,15.7952194624,0.0
63.785629361702135,15.796491270399999,0.0
64.05821752136752,15.7977631296,0.0
64.33314549356223,15.799114536100001,0.0
64.61044353448277,15.800386500899998,0.0
64.89014242424243,15.8017380196,0.0
65.17227347826088,15.8030895961,0.0
65.45686855895197,15.804520740100001,0.0
65.7439600877193,15.8058724356,0.0
66.03358105726873,15.807303705599999,0.0
66.3257650442478,15.8087350404,0.0
66.62054622222222,15.8102459641,0.0
66.917959375,15.8116774321,0.0
67.2180399103139,15.813188496399999,0.0
67.52082387387388,15.814699632900002,0.0
67.82634796380091,15.8162108416,0.0
68.13464954545454,15.817801665600001,0.0
68.44576666666667,15.8193925696,0.0
68.7597380733945,15.8209835536,0.0
69.07660322580645,15.822574617599999,0.0
69.39640231481481,15.8242453209,0.0
69.71917627906977,15.8259161124,0.0
70.04496682242991,15.8275869921,0.0
70.3738164319249,15.829337532100002,0.0
70.7057683962264,15.8310881689,0.0
71.04086682464457,15.832838902499999,0.0
71.37915666666667,15.834589732900001,0.0
71.72068373205742,15.836420249999998,0.0
72.06549471153846,15.8382508729,0.0
72.41363719806765,15.840161200899999,0.0
72.76515970873787,15.8420716441,0.0
73.12011170731708,15.8439822025,0.0
73.47854362745099,15.845972490000001,0.0
73.84050689655173,15.8478832836,0.0
74.20605396039605,15.849953439999998,0.0
74.57523830845771,15.851944102500001,0.0
74.9481145,15.8540145241,0.0
75.32473819095478,15.8561647204,0.0
75.70516616161616,15.858315062500001,0.0
76.08945634517767,15.8604655504,0.0
76.47766785714286,15.86269584,0.0
76.86986102564103,15.864926286400001,0.0
77.2660974226804,15.867156889599999,0.0
77.66643989637306,15.869467322499998,0.0
78.07095260416668,15.8718576025,0.0
78.47970104712043,15.8742480625,0.0
78.89275210526317,15.876638702500001,0.0
79.31017407407408,15.879109219599998,0.0
79.73203670212767,15.8815799289,0.0
80.15841122994651,15.8841305401,0.0
80.58937043010754,15.886681356099999,0.0
81.02498864864864,15.889312099599998,0.0
81.4653418478261,15.892022790399999,0.0
81.91050765027322,15.894733712399999,0.0
82.36056538461538,15.897444865599999,0.0
82.81559613259668,15.9002360001,0.0
83.27568277777777,15.903107136900001,0.0
83.74091005586592,15.9059785329,0.0
84.21136460674158,15.90892996,0.0
84.68713502824859,15.9119614404,0.0
85.16831193181818,15.9149932096,0.0
85.654988,15.918105062499999,0.0
86.14725804597701,15.921217219599999,0.0
86.64521907514451,15.924489302499998,0.0
87.14897034883722,15.9277617216,0.0
87.6586134502924,15.931034476899999,0.0
88.17425235294118,15.93446724,0.0
88.69599349112427,15.937900372900001,0.0
89.22394583333335,15.941413728899999,0.0
89.75822095808384,15.944927472100002,0.0
90.29893313253012,15.9486013449,0.0
90.8461993939394,15.9522756409,0.0
91.40013963414636,15.95603025,0.0
91.96087668711658,15.9598652004,0.0
92.5285364197531,15.9637805209,0.0
93.10324782608696,15.9677762409,0.0
93.685143125,15.9718523904,0.0
94.27435786163522,15.976009,0.0
94.87103101265824,15.980166150400002,0.0
95.4753050955414,15.984483763600002,0.0
96.08732628205128,15.988881932100002,0.0
96.70724451612904,15.9933606889,0.0
97.33521363636365,15.9979200676,0.0
97.97139150326797,16.002560102400004,0.0
98.61594013157895,16.0072808281,0.0
99.26902582781457,16.012082280099996,0.0
99.93081933333333,16.017044536900002,0.0
100.60149597315437,16.022087617600004,0.0
101.28123581081081,16.02721156,0.0
101.97022380952382,16.0324164025,0.0
102.66865,16.037782278399998,0.0
103.37670965517242,16.04322916,0.0
104.09460347222222,16.04883721,0.0
104.82253776223777,16.054526376099997,0.0
105.56072464788733,16.0602967009,0.0
106.30938226950356,16.0663085584,0.0
107.068735,16.0723215409,0.0
107.83901366906477,16.078576236099998,0.0
108.62045579710146,16.08491236,0.0
109.41330583941607,16.09132996,0.0
110.21781544117647,16.097989572899998,0.0
111.03424370370371,16.1047308249,0.0
111.86285746268656,16.111714323599998,0.0
112.70393157894738,16.118779632400003,0.0
113.55774924242424,16.1260071184,0.0
114.42460229007635,16.1334772225,0.0
115.30479153846153,16.141029408100003,0.0
116.19862713178296,16.148824473599998,0.0
117.10642890625,16.156782202499997,0.0
118.02852677165355,16.164902713599997,0.0
118.9652611111111,16.173266560000002,0.0
119.91698320000002,16.1817934756,0.0
120.8840556451613,16.1905640625,0.0
121.86685284552847,16.199498019600004,0.0
122.86576147540984,16.208756520100003,0.0
123.88118099173555,16.218178752400004,0.0
124.91352416666668,16.2278454244,0.0
125.96321764705884,16.2377567521,0.0
127.0307025423729,16.247912956900002,0.0
128.11643504273505,16.258314265600003,0.0
129.22088706896554,16.269041580099998,0.0
130.34454695652175,16.280014522499997,0.0
131.4879201754386,16.2913140625,0.0
132.6515300884956,16.302940536099996,0.0
133.83591875,16.3148135056,0.0
135.04164774774776,16.3270948624,0.0
136.26929909090907,16.339704217599998,0.0
137.519476146789,16.3525610689,0.0
138.79280462962961,16.365908430400005,0.0
140.08993364485983,16.379585008900005,0.0
